Date,Revenue,Orders,Expenses
2031-08-05,20515,156,10420
2031-08-06,41777,346,26523
2031-08-07,24710,146,36637
2031-08-08,48178,330,34453
2031-08-09,29532,159,12275
2031-08-10,23601,598,33052
2031-08-11,9967,237,34061
2031-08-12,23753,537,36741
2031-08-13,25022,403,34613
2031-08-14,48463,68,28801
2031-08-15,14135,442,33230
2031-08-16,10722,310,35199
2031-08-17,32413,459,20572
2031-08-18,32236,452,8147
2031-08-19,20514,533,6443
2031-08-20,48896,353,31985
2031-08-21,42212,67,8684
2031-08-22,45386,233,16595
2031-08-23,25331,454,4321
2031-08-24,23060,180,17810
2031-08-25,6196,528,9740
2031-08-26,17297,57,35712
2031-08-27,7787,367,8468
2031-08-28,28816,440,16518
2031-08-29,45695,568,15704
2031-08-30,24702,185,3438
2031-08-31,30242,580,3164
2031-09-01,7176,416,8678
2031-09-02,25127,538,39105
2031-09-03,46560,60,39118
2031-09-04,32228,495,20371
2031-09-05,25208,163,38297
2031-09-06,33482,245,23996
2031-09-07,14171,372,31753
2031-09-08,40219,561,23229
2031-09-09,38396,214,8756
2031-09-10,47589,301,27603
2031-09-11,45546,93,26308
2031-09-12,8696,519,34256
2031-09-13,25058,538,35961
2031-09-14,25313,230,28167
2031-09-15,24149,126,29433
2031-09-16,46075,423,32731
2031-09-17,9956,116,9401
2031-09-18,15195,574,37505
2031-09-19,22076,141,21445
2031-09-20,6105,293,12882
2031-09-21,20417,390,9283
2031-09-22,29729,353,28970
2031-09-23,35099,447,14360
2031-09-24,37598,497,35235
2031-09-25,34961,146,18859
2031-09-26,17602,380,10599
2031-09-27,14256,254,13428
2031-09-28,25584,498,6883
2031-09-29,39681,467,22635
2031-09-30,30792,126,15124
2031-10-01,26904,598,22398
2031-10-02,48361,474,31062
2031-10-03,39540,478,36896
2031-10-04,31536,534,25856
2031-10-05,24164,184,17407
2031-10-06,17996,303,21080
2031-10-07,7871,304,11324
2031-10-08,27626,548,10407
2031-10-09,15521,533,7220
2031-10-10,48410,95,14731
2031-10-11,6132,492,14180
2031-10-12,38467,53,25554
2031-10-13,19534,50,15494
2031-10-14,28854,339,14485
2031-10-15,47998,158,3311
2031-10-16,44065,509,30005
2031-10-17,12812,315,29361
2031-10-18,9557,187,18567
2031-10-19,7179,483,18980
2031-10-20,48798,93,24938
2031-10-21,14065,559,3121
2031-10-22,13275,311,36518
2031-10-23,40948,201,9934
2031-10-24,25700,262,12251
2031-10-25,44464,283,33245
2031-10-26,47351,410,15359
2031-10-27,32794,369,15855
2031-10-28,33783,271,20628
2031-10-29,21998,259,27651
2031-10-30,18869,445,26249
2031-10-31,49525,538,39050
2031-11-01,33152,513,5275
2031-11-02,25954,501,23192
2031-11-03,36555,462,3765
2031-11-04,21654,525,38483
2031-11-05,40236,305,20881
2031-11-06,20042,199,32501
2031-11-07,30966,176,36257
2031-11-08,49314,441,29999
2031-11-09,19270,529,37703
2031-11-10,35908,446,38517
2031-11-11,20523,451,14883
2031-11-12,24991,323,12295
2031-11-13,15775,188,30857
2031-11-14,17265,152,32867
2031-11-15,24459,291,9286
2031-11-16,21673,166,29290
2031-11-17,32056,263,7149
2031-11-18,11614,533,5345
2031-11-19,41020,578,24933
2031-11-20,12415,273,11770
2031-11-21,28155,319,21082
2031-11-22,48884,183,13863
2031-11-23,21964,163,9984
2031-11-24,42726,490,30503
2031-11-25,42044,414,4468
2031-11-26,42544,281,12132
2031-11-27,37252,507,38086
2031-11-28,8832,424,17462
2031-11-29,30275,256,25323
2031-11-30,19901,569,21167
2031-12-01,43213,517,13067
2031-12-02,39148,492,6226
2031-12-03,47633,370,14920
2031-12-04,27918,142,28561
2031-12-05,24540,457,38587
2031-12-06,16580,207,39738
2031-12-07,43402,148,13258
2031-12-08,43578,274,34655
2031-12-09,29917,490,37873
2031-12-10,27318,450,21854
2031-12-11,15179,113,23178
2031-12-12,17251,328,22275
2031-12-13,24493,568,12875
2031-12-14,25466,297,38915
2031-12-15,35206,417,15253
2031-12-16,24624,147,31737
2031-12-17,31564,317,10901
2031-12-18,27412,109,20558
2031-12-19,32990,549,22333
2031-12-20,40517,357,13001
2031-12-21,18156,542,28012
2031-12-22,28064,460,32461
2031-12-23,30711,189,34811
2031-12-24,35106,377,36002
2031-12-25,21589,513,33410
2031-12-26,28736,212,32598
2031-12-27,25975,109,38242
2031-12-28,41218,80,35994
2031-12-29,12214,382,33448
2031-12-30,35581,125,35330
2031-12-31,25195,366,9160
2032-01-01,49582,466,29851
2032-01-02,32127,239,24185
2032-01-03,10141,538,13007
2032-01-04,33884,364,8357
2032-01-05,29885,345,20794
2032-01-06,7708,550,7764
2032-01-07,23375,226,17589
2032-01-08,20088,264,13037
2032-01-09,49602,381,37105
2032-01-10,15014,177,8420
2032-01-11,8273,318,19501
2032-01-12,42306,584,37581
2032-01-13,35881,415,12779
2032-01-14,36486,397,14444
2032-01-15,17541,191,28118
2032-01-16,13712,194,38142
2032-01-17,14168,294,4526
2032-01-18,8551,491,10087
2032-01-19,17297,339,11793
2032-01-20,48733,161,39382
2032-01-21,32128,263,5149
2032-01-22,7832,249,22685
2032-01-23,33483,454,29178
2032-01-24,27063,470,17015
2032-01-25,27963,56,22666
2032-01-26,18422,574,5696
2032-01-27,37920,335,35173
2032-01-28,16156,438,15626
2032-01-29,16108,465,18314
2032-01-30,36845,199,37073
2032-01-31,7800,477,34291
2032-02-01,43078,342,36484
2032-02-02,47712,383,25229
2032-02-03,7610,321,8758
2032-02-04,17067,92,35251
2032-02-05,38872,517,34833
2032-02-06,15728,368,14183
2032-02-07,34566,541,38048
2032-02-08,34783,576,18080
2032-02-09,25583,221,12079
2032-02-10,25238,370,23726
2032-02-11,12263,93,21306
2032-02-12,6914,581,9278
2032-02-13,28749,503,39797
2032-02-14,24456,132,6063
2032-02-15,30582,592,6892
2032-02-16,5406,371,21121
2032-02-17,18689,283,23604
2032-02-18,37934,589,29484
2032-02-19,38276,301,39163
2032-02-20,41432,498,38222
2032-02-21,24873,288,18828
2032-02-22,18050,539,7957
2032-02-23,5680,513,21671
2032-02-24,23908,363,34303
2032-02-25,23504,224,11696
2032-02-26,26644,229,15812
2032-02-27,42125,434,12595
2032-02-28,6363,344,12959
2032-02-29,47291,264,18383
2032-03-01,40060,124,11892
2032-03-02,6538,393,30780
2032-03-03,41176,191,31721
2032-03-04,46520,248,22389
2032-03-05,30675,220,34369
2032-03-06,23287,455,35778
2032-03-07,5174,277,16095
2032-03-08,31732,460,8221
2032-03-09,39998,111,29634
2032-03-10,42055,376,6677
2032-03-11,17112,182,28548
2032-03-12,44874,238,10334
2032-03-13,14689,405,12033
2032-03-14,49814,120,3284
2032-03-15,24555,312,25115
2032-03-16,38919,355,21819
2032-03-17,12619,273,15712
2032-03-18,11033,377,36797
2032-03-19,46328,123,35297
2032-03-20,9946,560,33591
2032-03-21,29618,191,25968
2032-03-22,39675,151,27475
2032-03-23,41258,114,22350
2032-03-24,23919,242,34484
2032-03-25,9173,111,10755
2032-03-26,48833,581,36321
2032-03-27,31400,290,19651
2032-03-28,9769,459,17203
2032-03-29,42564,349,26519
2032-03-30,19211,244,4240
2032-03-31,28255,503,7159
2032-04-01,32962,350,21873
2032-04-02,24356,505,13780
2032-04-03,25306,251,11661
2032-04-04,9997,351,39055
2032-04-05,22376,386,31512
2032-04-06,45880,81,21403
2032-04-07,43055,147,32549
2032-04-08,15578,240,8313
2032-04-09,23624,590,13252
2032-04-10,44194,97,7317
2032-04-11,49367,299,28456
2032-04-12,5389,275,36606
2032-04-13,38767,321,11461
2032-04-14,6855,534,30945
2032-04-15,45893,377,7827
2032-04-16,18794,229,26371
2032-04-17,40531,72,15903
2032-04-18,9986,419,22887
2032-04-19,37298,294,31536
2032-04-20,6481,209,33103
2032-04-21,8731,422,17400
2032-04-22,21835,334,37843
2032-04-23,32798,570,17190
2032-04-24,31113,499,21668
2032-04-25,24477,185,34869
2032-04-26,22266,145,11995
2032-04-27,25792,168,31911
2032-04-28,25452,423,9521
2032-04-29,48526,323,34514
2032-04-30,46334,226,38464
2032-05-01,16889,326,8796
2032-05-02,29335,187,36576
2032-05-03,16254,181,6293
2032-05-04,26074,93,6459
2032-05-05,16442,172,21803
2032-05-06,42327,185,7224
2032-05-07,21199,416,10571
2032-05-08,12291,422,25747
2032-05-09,45928,175,28772
2032-05-10,5112,488,17171
2032-05-11,26515,100,12717
2032-05-12,24581,186,18411
2032-05-13,31500,207,9237
2032-05-14,37026,105,12236
2032-05-15,21523,477,21251
2032-05-16,6424,492,37143
2032-05-17,24552,375,24785
2032-05-18,15808,129,28187
2032-05-19,43811,523,16850
2032-05-20,11989,426,22700
2032-05-21,28620,382,20982
2032-05-22,44029,224,7949
2032-05-23,5887,490,33581
2032-05-24,36802,175,9572
2032-05-25,24488,268,29553
2032-05-26,35013,327,32733
2032-05-27,21402,534,15589
2032-05-28,26205,190,39934
2032-05-29,31049,159,13114
2032-05-30,17253,101,3645
2032-05-31,23990,368,8884
2032-06-01,12846,248,26052
2032-06-02,30027,95,15461
2032-06-03,44200,554,29574
2032-06-04,8765,589,19473
2032-06-05,20950,563,18421
2032-06-06,14741,66,36318
2032-06-07,27742,364,8224
2032-06-08,29703,485,12435
2032-06-09,43709,437,6479
2032-06-10,42623,126,12137
2032-06-11,27931,420,29528
2032-06-12,28580,214,38401
2032-06-13,20166,73,6501
2032-06-14,34240,84,3889
2032-06-15,30991,563,11765
2032-06-16,43556,510,17197
2032-06-17,37969,187,39928
2032-06-18,15561,314,39819
2032-06-19,21901,382,9197
2032-06-20,45505,237,16532
2032-06-21,35020,112,5283
2032-06-22,30917,328,19995
2032-06-23,6988,591,34723
2032-06-24,49505,220,26490
2032-06-25,19256,552,11715
2032-06-26,27192,582,39345
2032-06-27,33230,348,17739
2032-06-28,44930,250,25870
2032-06-29,27625,184,35341
2032-06-30,37088,321,32471
2032-07-01,19114,584,14590
2032-07-02,46167,491,21645
2032-07-03,43401,136,4023
2032-07-04,10755,80,29155
2032-07-05,15825,170,27897
2032-07-06,27693,118,18437
2032-07-07,9117,545,14318
2032-07-08,29729,195,34575
2032-07-09,37182,382,13619
2032-07-10,33890,530,23141
2032-07-11,34340,312,4284
2032-07-12,6518,342,31094
2032-07-13,35949,478,17466
2032-07-14,27547,135,3903
2032-07-15,21346,65,19365
2032-07-16,7600,167,25394
2032-07-17,34267,319,18971
2032-07-18,41322,444,34359
2032-07-19,31990,211,36180
2032-07-20,21193,153,9639
2032-07-21,35109,216,33212
2032-07-22,24233,349,39601
2032-07-23,21194,77,21970
2032-07-24,39510,473,34356
2032-07-25,6306,205,24955
2032-07-26,8849,373,29140
2032-07-27,17360,397,13467
2032-07-28,34231,170,15032
2032-07-29,41963,577,18126
2032-07-30,23689,213,5882
2032-07-31,34084,111,38287
2032-08-01,45387,389,15805
2032-08-02,14280,361,7400
2032-08-03,7642,425,29553
2032-08-04,47137,395,19564
2032-08-05,19296,199,23509
2032-08-06,20438,226,38787
2032-08-07,42525,403,3764
2032-08-08,7994,563,23519
2032-08-09,39039,358,13558
2032-08-10,6813,168,19175
2032-08-11,32491,568,29947
2032-08-12,23845,527,17214
2032-08-13,46243,463,24422
2032-08-14,42164,400,9799
2032-08-15,47051,555,35021
2032-08-16,18318,244,17509
2032-08-17,22200,236,12974
2032-08-18,5082,499,32356
2032-08-19,6920,545,21840
2032-08-20,45585,564,9997
2032-08-21,16683,322,12374
2032-08-22,16336,101,39900
2032-08-23,20596,312,5453
2032-08-24,7093,417,3538
2032-08-25,17905,182,13615
2032-08-26,29351,274,33593
2032-08-27,35981,359,5303
2032-08-28,13367,65,21556
2032-08-29,10285,244,37103
2032-08-30,48664,492,38027
2032-08-31,42705,352,9615
2032-09-01,21753,97,34468
2032-09-02,23485,170,11691
2032-09-03,17977,548,36578
2032-09-04,24874,518,26732
2032-09-05,12674,90,26940
2032-09-06,34038,505,39481
2032-09-07,34315,583,6704
2032-09-08,8676,420,36978
2032-09-09,7426,231,17211
2032-09-10,29473,566,39513
2032-09-11,7962,280,13178
2032-09-12,34943,397,27175
2032-09-13,5859,528,20875
2032-09-14,49816,258,18816
2032-09-15,9138,327,35441
2032-09-16,40192,102,31846
2032-09-17,30640,59,18620
2032-09-18,15409,513,25844
2032-09-19,9017,207,34589
2032-09-20,15451,68,9110
2032-09-21,33327,104,31940
2032-09-22,15278,70,37585
2032-09-23,29944,331,9613
2032-09-24,48764,589,10231
2032-09-25,6134,466,14214
2032-09-26,35131,334,5877
2032-09-27,42887,581,35207
2032-09-28,43462,581,39855
2032-09-29,27520,560,4147
2032-09-30,26869,445,10609
2032-10-01,41932,169,12737
2032-10-02,10039,146,39751
2032-10-03,26281,169,8606
2032-10-04,15442,586,4095
2032-10-05,13252,202,23211
2032-10-06,32586,294,23669
2032-10-07,22568,565,20379
2032-10-08,25810,442,25065
2032-10-09,6551,192,19181
2032-10-10,17625,553,22167
2032-10-11,39397,269,13087
2032-10-12,31249,209,8682
2032-10-13,6361,125,24152
2032-10-14,31149,81,10552
2032-10-15,9370,383,19468
2032-10-16,10283,574,27531
2032-10-17,12610,489,10084
2032-10-18,48326,401,22163
2032-10-19,19924,388,9055
2032-10-20,49717,449,5669
2032-10-21,15626,445,15028
2032-10-22,39761,251,4008
2032-10-23,5869,579,18523
2032-10-24,36552,142,5199
2032-10-25,6014,407,39207
2032-10-26,15103,445,22297
2032-10-27,21986,109,7695
2032-10-28,49781,526,4006
2032-10-29,35471,50,10114
2032-10-30,38458,360,32795
2032-10-31,30069,217,20527
2032-11-01,21873,241,17027
2032-11-02,28248,83,30796
2032-11-03,28624,83,36992
2032-11-04,48516,466,31454
2032-11-05,34061,207,15441
2032-11-06,29170,549,33189
2032-11-07,13024,415,3181
2032-11-08,21678,389,15812
2032-11-09,43256,384,25716
2032-11-10,25411,376,38713
2032-11-11,48803,163,29633
2032-11-12,24296,467,13939
2032-11-13,31293,517,13072
2032-11-14,32172,192,11846
2032-11-15,26128,358,6686
2032-11-16,23257,450,32998
2032-11-17,17855,369,29775
2032-11-18,24642,261,22215
2032-11-19,40585,366,30984
2032-11-20,25025,234,28297
2032-11-21,9458,254,34619
2032-11-22,10307,413,32552
2032-11-23,46701,265,27885
2032-11-24,23425,295,20409
2032-11-25,48427,288,7412
2032-11-26,33273,440,23027
2032-11-27,43506,569,11559
2032-11-28,10668,326,7650
2032-11-29,30934,251,13844
2032-11-30,12697,263,20633
2032-12-01,29417,527,38751
2032-12-02,21446,557,33493
2032-12-03,45597,124,26831
2032-12-04,15751,191,39877
2032-12-05,12352,371,4782
2032-12-06,18516,510,23952
2032-12-07,28299,195,33219
2032-12-08,36957,103,7412
2032-12-09,33927,405,33056
2032-12-10,46094,326,32116
2032-12-11,41412,449,33633
2032-12-12,34493,565,17598
2032-12-13,31711,548,13616
2032-12-14,13003,360,36238
2032-12-15,36707,320,15101
2032-12-16,8278,498,13286
2032-12-17,12296,161,38762
2032-12-18,30398,288,14070
2032-12-19,40842,193,31091
2032-12-20,18261,423,24742
2032-12-21,16173,69,36050
2032-12-22,35449,338,17428
2032-12-23,46080,246,5733
2032-12-24,6637,431,7067
2032-12-25,36781,541,21741
2032-12-26,18652,213,14127
2032-12-27,10103,298,15010
2032-12-28,30500,117,39006
2032-12-29,39800,70,12964
2032-12-30,40529,561,31653
2032-12-31,23452,439,27373
2033-01-01,36174,585,10210
2033-01-02,40436,160,3787
2033-01-03,20954,509,27618
2033-01-04,22186,127,18060
2033-01-05,17356,483,30518
2033-01-06,37963,429,25168
2033-01-07,7187,489,31481
2033-01-08,16707,388,24112
2033-01-09,40098,473,8640
2033-01-10,31935,218,6410
2033-01-11,26225,311,37126
2033-01-12,8606,278,28780
2033-01-13,37828,210,14185
2033-01-14,31489,476,18631
2033-01-15,19387,171,19921
2033-01-16,8927,198,31587
2033-01-17,11296,160,23909
2033-01-18,35444,270,22967
2033-01-19,7591,113,10898
2033-01-20,49895,403,17216
2033-01-21,31147,523,29399
2033-01-22,43889,534,31474
2033-01-23,6200,62,15398
2033-01-24,20721,202,22309
2033-01-25,24238,288,32658
2033-01-26,16087,239,26581
2033-01-27,35816,135,35010
2033-01-28,28408,70,17287
2033-01-29,44740,368,25390
2033-01-30,5136,207,11541
2033-01-31,22413,530,20921
2033-02-01,23978,125,33238
2033-02-02,5661,378,5366
2033-02-03,40240,465,16494
2033-02-04,32253,252,14286
2033-02-05,31884,278,9041
2033-02-06,37854,201,22985
2033-02-07,15704,121,7174
2033-02-08,43987,274,36691
2033-02-09,29527,522,25726
2033-02-10,21322,409,30838
2033-02-11,11968,589,6303
2033-02-12,32518,95,30177
2033-02-13,32886,50,12890
2033-02-14,6700,294,24964
2033-02-15,33246,268,29806
2033-02-16,40468,340,10600
2033-02-17,28199,507,29444
2033-02-18,49589,253,30230
2033-02-19,37115,251,19466
2033-02-20,10520,531,19476
2033-02-21,49278,560,35021
2033-02-22,41455,327,30732
2033-02-23,25929,65,10375
2033-02-24,46605,574,10837
2033-02-25,19955,405,26108
2033-02-26,49049,405,20851
2033-02-27,18917,127,29600
2033-02-28,9757,116,18188
2033-03-01,18045,263,8489
2033-03-02,46680,498,22082
2033-03-03,9733,482,11983
2033-03-04,35954,594,36243
2033-03-05,36135,164,11695
2033-03-06,12081,469,3230
2033-03-07,46458,548,35103
2033-03-08,28501,429,29350
2033-03-09,26113,192,14282
2033-03-10,39441,73,23354
2033-03-11,29690,588,31802
2033-03-12,48939,124,14355
2033-03-13,34345,584,33238
2033-03-14,49571,90,20144
2033-03-15,31829,462,8243
2033-03-16,40062,464,23336
2033-03-17,8630,498,20680
2033-03-18,36870,485,13594
2033-03-19,49942,288,21531
2033-03-20,8453,91,29215
2033-03-21,42275,59,19992
2033-03-22,48370,314,33523
2033-03-23,43396,494,36649
2033-03-24,13328,188,13442
2033-03-25,20534,245,32893
2033-03-26,24744,123,26700
2033-03-27,24389,274,16042
2033-03-28,41320,151,30577
2033-03-29,40010,313,16494
2033-03-30,19665,210,24275
2033-03-31,42865,282,26889
2033-04-01,13640,540,37762
2033-04-02,39716,360,19173
2033-04-03,30521,276,10768
2033-04-04,35049,322,15509
2033-04-05,10618,366,4011
2033-04-06,42004,135,26287
2033-04-07,6920,340,35152
2033-04-08,48937,518,20072
2033-04-09,9188,453,39836
2033-04-10,17207,476,39215
2033-04-11,5238,424,27281
2033-04-12,37972,301,34038
2033-04-13,15799,582,18948
2033-04-14,10552,356,26639
2033-04-15,33916,479,13236
2033-04-16,9927,313,27459
2033-04-17,32964,117,28016
2033-04-18,16164,156,28800
2033-04-19,42158,449,33271
2033-04-20,24071,248,38230
2033-04-21,11160,241,32621
2033-04-22,20810,563,7178
2033-04-23,10126,491,35448
2033-04-24,35009,50,16276
2033-04-25,38584,407,17828
2033-04-26,30396,164,9149
2033-04-27,5192,246,30328
2033-04-28,41413,323,21136
2033-04-29,17816,209,32018
2033-04-30,44082,222,34376
2033-05-01,37130,594,8916
2033-05-02,45142,507,7546
2033-05-03,41468,482,18361
2033-05-04,35698,530,6359
2033-05-05,15655,504,15134
2033-05-06,35075,245,32625
2033-05-07,14359,358,39782
2033-05-08,41661,543,3899
2033-05-09,44579,488,36957
2033-05-10,47056,408,34092
2033-05-11,38272,85,36420
2033-05-12,47581,83,3982
2033-05-13,19671,137,36343
2033-05-14,32048,65,11524
2033-05-15,15738,470,7307
2033-05-16,30963,175,9753
2033-05-17,48954,57,34900
2033-05-18,11773,521,20439
2033-05-19,41584,517,23753
2033-05-20,34894,559,37092
2033-05-21,5717,451,6595
2033-05-22,16676,225,23211
2033-05-23,9434,416,30238
2033-05-24,42825,537,21707
2033-05-25,34100,67,4882
2033-05-26,9994,105,30639
2033-05-27,9234,84,16766
2033-05-28,8764,396,4153
2033-05-29,48949,81,19660
2033-05-30,42405,182,27907
2033-05-31,39872,248,14243
2033-06-01,47215,305,22586
2033-06-02,28185,391,19690
2033-06-03,48442,280,9663
2033-06-04,46153,350,9189
2033-06-05,16999,596,23673
2033-06-06,41487,75,6589
2033-06-07,7581,584,39409
2033-06-08,7763,523,18481
2033-06-09,32374,436,24492
2033-06-10,43759,334,5162
2033-06-11,15531,499,17574
2033-06-12,30307,369,26093
2033-06-13,35835,205,32864
2033-06-14,16064,520,8167
2033-06-15,16312,469,22525
2033-06-16,42548,162,23987
2033-06-17,41945,471,19538
2033-06-18,11476,334,6630
2033-06-19,29565,103,11652
2033-06-20,7382,374,28366
2033-06-21,27463,507,34036
2033-06-22,38402,314,4867
2033-06-23,31345,431,29264
2033-06-24,49764,262,3576
2033-06-25,31946,382,10263
2033-06-26,19162,59,6764
2033-06-27,13397,407,27937
2033-06-28,27335,252,36224
2033-06-29,19394,107,30825
2033-06-30,32197,543,31800
2033-07-01,27010,559,38878
2033-07-02,29123,272,7968
2033-07-03,27387,418,27925
2033-07-04,7890,467,30268
2033-07-05,32769,596,17202
2033-07-06,48626,152,23931
2033-07-07,13026,210,7083
2033-07-08,8306,249,19492
2033-07-09,38665,209,4231
2033-07-10,14277,185,36344
2033-07-11,47239,447,3240
2033-07-12,19683,441,13830
2033-07-13,5670,155,26950
2033-07-14,28675,103,29617
2033-07-15,22889,326,16573
2033-07-16,49535,160,29728
2033-07-17,18006,273,29071
2033-07-18,31531,124,13285
2033-07-19,26639,555,30513
2033-07-20,21633,63,13270
2033-07-21,39660,531,21839
2033-07-22,8439,238,22830
2033-07-23,37172,413,19270
2033-07-24,40622,288,10827
2033-07-25,16577,450,30324
2033-07-26,16763,353,29088
2033-07-27,25176,140,5923
2033-07-28,49386,441,20192
2033-07-29,29255,233,15886
2033-07-30,46003,66,34352
2033-07-31,24996,61,23614
2033-08-01,40386,215,19711
2033-08-02,26062,195,31870
2033-08-03,40931,331,20066
2033-08-04,40710,598,35891
2033-08-05,39693,218,3753
2033-08-06,40740,219,37374
2033-08-07,16705,395,6578
2033-08-08,48408,548,24050
2033-08-09,33047,509,18468
2033-08-10,15966,346,22229
2033-08-11,22374,191,5938
2033-08-12,16138,102,16875
2033-08-13,20935,167,38195
2033-08-14,5489,414,27740
2033-08-15,49516,185,17150
2033-08-16,27260,463,12701
2033-08-17,31069,126,26291
2033-08-18,24275,67,32286
2033-08-19,41284,452,27116
2033-08-20,44178,254,8886
2033-08-21,37821,548,16672
2033-08-22,21999,373,17508
2033-08-23,43712,330,31668
2033-08-24,45172,215,12392
2033-08-25,38722,292,6281
2033-08-26,15625,528,11810
2033-08-27,6629,213,32850
2033-08-28,15973,373,39491
2033-08-29,11859,257,37454
2033-08-30,46609,364,15924
2033-08-31,48307,353,19023
